"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-09-30 16:00:00 013327994_000_000","FINAL_CHOICE","","7,241.57","Offboard USDT Collateral Types - September 27, 2021","Yes",""
"2021-09-28 17:08:49 013315504_101_000_0","CHOOSE","","7,241.57","Offboard USDT Collateral Types - September 27, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for StarkNet Engineering Core Unit, SNE-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for Development & UX Core Unit, DUX-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for Collateral Engineering Services Core Unit, CES-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for Strategic Happiness Core Unit, SH-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for RWA Foundations (MIP58) - September 13, 2021","Abstain",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for Modify Core Unit Budget - Sustainable Ecosystem Scaling (MIP40c3-SP31) - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for Risk Core Unit MKR Compensation (MIP40c3-SP25) -  September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","7,241.57","Ratification Poll for GovAlpha Core Unit Budget Q4 2021 to Q1 2022 (MIP40c3-SP29) - September 13, 2021","Yes",""
"2021-09-25 03:05:18 013292429_128_000_2","VOTE","","7,241.57","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-09-25 03:05:18 013292429_128_000_1","VOTE","","7,241.57","Adjusting Auction Parameters and Testing Layer 2 Components - September 24, 2021","",""
"2021-09-25 03:05:18 013292429_128_000_0","MOVE VOTE","","7,241.57","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-09-23 16:00:00 013282937_000_000","FINAL_CHOICE","","7,241.57","Increase the System Surplus Buffer - September 20, 2021","Yes",""
"2021-09-23 16:00:00 013282937_000_000","FINAL_CHOICE","","7,241.57","Adjusting Auction Parameters for ETH-A, ETH-B, ETH-C, and WBTC-A - September 20, 2021","Yes",""
"2021-09-23 14:11:53 013282471_183_000_0","CHOOSE","","7,241.57","Community Greenlight Poll - SB-DDC (Solid Block Detox Digital Coins) - September 20, 2021","Yes (Greenlight)",""
"2021-09-23 14:11:53 013282471_183_000_0","CHOOSE","","7,241.57","Community Greenlight Poll - REIF-DROP (Commercial Real Estate Assets DROP) - September 20, 2021","Yes (Greenlight)",""
"2021-09-21 16:50:19 013270306_014_000_0","CHOOSE","","7,241.57","Adjusting Auction Parameters for ETH-A, ETH-B, ETH-C, and WBTC-A - September 20, 2021","Yes",""
"2021-09-21 16:50:19 013270306_014_000_0","CHOOSE","","7,241.57","Increase the System Surplus Buffer - September 20, 2021","Yes",""
"2021-09-20 16:00:00 013263577_000_000","FINAL_CHOICE","","7,241.57","Community Greenlight Poll - RAI (Rai Reflex Index) - September 6, 2021","Yes (Greenlight)",""
"2021-09-20 16:00:00 013263577_000_000","FINAL_CHOICE","","7,241.57","Community Greenlight Poll - RARE (SuperRare) - September 6, 2021","Yes (Greenlight)",""
"2021-09-18 23:52:00 013252770_052_001_1","UP-VOTE","","7,241.57","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-09-18 23:52:00 013252770_052_001_0","STAKE","34.13","7,241.57","","",""
"2021-09-18 12:20:57 013249626_207_000_2","VOTE","","7,207.44","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-09-18 12:20:57 013249626_207_000_1","MOVE VOTE","","7,207.44","Parameter Changes, September Core Unit Budgets, DssVest Streams - September 3, 2021","",""
"2021-09-18 12:20:57 013249626_207_000_0","MOVE VOTE","","7,207.44","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-16 16:00:00 013237728_000_000","FINAL_CHOICE","","7,207.44","Offboard KNC Legacy Token - September 13, 2021","Yes",""
"2021-09-16 16:00:00 013237728_000_000","FINAL_CHOICE","","7,207.44","Adopt the Debt Ceiling Instant Access Module (DC-IAM) for PSM-PAX-A - September 13, 2021","Yes",""
"2021-09-16 16:00:00 013237728_000_000","FINAL_CHOICE","","7,207.44","Add GUNIV3DAIUSDC1-A as a new Vault Type - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for Modify Core Unit Budget - Sustainable Ecosystem Scaling (MIP40c3-SP31) - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for GovAlpha Core Unit Budget Q4 2021 to Q1 2022 (MIP40c3-SP29) - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for Collateral Engineering Services Core Unit, CES-001 - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for Development & UX Core Unit, DUX-001 - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for Risk Core Unit MKR Compensation (MIP40c3-SP25) -  September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Adopt the Debt Ceiling Instant Access Module (DC-IAM) for PSM-PAX-A - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for StarkNet Engineering Core Unit, SNE-001 - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for RWA Foundations (MIP58) - September 13, 2021","Abstain",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Offboard KNC Legacy Token - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Ratification Poll for Strategic Happiness Core Unit, SH-001 - September 13, 2021","Yes",""
"2021-09-14 20:15:37 013225943_043_000_0","CHOOSE","","7,207.44","Add GUNIV3DAIUSDC1-A as a new Vault Type - September 13, 2021","Yes",""
"2021-09-12 00:25:50 013207658_207_001_2","UP-VOTE","","7,207.44","Parameter Changes, September Core Unit Budgets, DssVest Streams - September 3, 2021","",""
"2021-09-12 00:25:50 013207658_207_001_1","UP-VOTE","","7,207.44","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-12 00:25:50 013207658_207_001_0","STAKE","244.73","7,207.44","","",""
"2021-09-07 23:39:59 013181621_035_000_0","CHOOSE","","6,962.71","Community Greenlight Poll - RAI (Rai Reflex Index) - September 6, 2021","Yes (Greenlight)",""
"2021-09-07 23:39:59 013181621_035_000_0","CHOOSE","","6,962.71","Community Greenlight Poll - RARE (SuperRare) - September 6, 2021","Yes (Greenlight)",""
"2021-09-03 21:48:11 013155275_010_000_2","VOTE","","6,962.71","Parameter Changes, September Core Unit Budgets, DssVest Streams - September 3, 2021","",""
"2021-09-03 21:48:11 013155275_010_000_1","VOTE","","6,962.71","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-03 21:48:11 013155275_010_000_0","MOVE VOTE","","6,962.71","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-02 16:00:00 013147236_000_000","FINAL_CHOICE","","6,962.71","Lower the Flash Mint Fee (toll) to 0% - August 30, 2021","Yes",""
"2021-09-02 16:00:00 013147236_000_000","FINAL_CHOICE","","6,962.71","Add RWA007 (SolarX) as a new RWA Vault Type - August 30, 2021","Yes",""
"2021-09-01 16:21:34 013140814_011_001_1","UP-VOTE","","6,962.71","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-01 16:21:34 013140814_011_001_0","STAKE","339.79","6,962.71","","",""
"2021-08-31 00:43:44 013130178_002_000_0","CHOOSE","","6,622.92","Add RWA007 (SolarX) as a new RWA Vault Type - August 30, 2021","Yes",""
"2021-08-31 00:43:44 013130178_002_000_0","CHOOSE","","6,622.92","Lower the Flash Mint Fee (toll) to 0% - August 30, 2021","Yes",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","6,622.92","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","6,622.92","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","6,622.92","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-28 10:48:13 013113422_083_001_1","UP-VOTE","","6,622.92","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-28 10:48:13 013113422_083_001_0","STAKE","1,584.00","6,622.92","","",""
"2021-08-25 10:58:23 013094169_104_000_000_001_1","UP-VOTE","","5,038.92","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-25 10:58:23 013094169_104_000_000_001_0","STAKE","5,000.00","5,038.92","","",""
"2021-08-25 09:12:04 013093675_662_000_000_001_1","DOWN-VOTE","","39.92","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-25 09:12:04 013093675_662_000_000_001_0","WITHDRAW","-1.00","38.92","","",""
"2021-08-25 08:38:31 013093524_239_000_000_001_1","UP-VOTE","","39.92","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-25 08:38:31 013093524_239_000_000_001_0","STAKE","1.00","39.92","","",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","38.92","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","Yes",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","38.92","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","38.92","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Yes",""
"2021-08-22 23:39:48 013078171_025_000_1","VOTE","","38.92","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-22 23:39:48 013078171_025_000_0","MOVE VOTE","","38.92","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-22 11:15:03 013074781_022_001_1","UP-VOTE","","38.92","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-22 11:15:03 013074781_022_001_0","STAKE","2.86","38.92","","",""
"2021-08-22 01:54:22 013072259_117_001_1","UP-VOTE","","36.05","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-22 01:54:22 013072259_117_001_0","STAKE","8.00","36.05","","",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","28.05","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","28.05","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-19 14:11:23 013056162_065_001_1","UP-VOTE","","28.05","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-19 14:11:23 013056162_065_001_0","STAKE","26.01","28.05","","",""
"2021-08-17 14:50:09 013043350_160_000_0","CHOOSE","","2.04","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-17 14:50:09 013043350_160_000_0","CHOOSE","","2.04","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-17 14:50:09 013043350_160_000_0","CHOOSE","","2.04","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-17 14:50:09 013043350_160_000_0","CHOOSE","","2.04","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-17 14:50:09 013043350_160_000_0","CHOOSE","","2.04","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 16:00:00 013037178_000_000","FINAL_CHOICE","","2.04","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-10 11:17:04 012997072_414_000_0","VOTE","","2.04","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-10 11:07:58 012997024_079_000_0","CHOOSE","","2.04","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","Yes",""
"2021-08-10 11:07:58 012997024_079_000_0","CHOOSE","","2.04","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-10 11:07:58 012997024_079_000_0","CHOOSE","","2.04","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Yes",""
"2021-08-10 11:07:58 012997024_079_000_0","CHOOSE","","2.04","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-10 09:23:33 012996559_030_001_0","STAKE","2.04","2.04","","",""
